idx,partition,spk_a,utt_a,spk_b,utt_b,snr_a,snr_b,dur_sec,wav_a,wav_b,mp4_a,out_wav,out_mp4
87,train,第二批_5%_vg0133,c2bb6017-103f-4090-8ea1-96d5a963ed69,part_85000-90000_vg0096,85aaea06-ded8-45ab-86b2-0054f7108df1,0.000000,-3.191091,28.909,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/c2bb6017-103f-4090-8ea1-96d5a963ed69.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/85aaea06-ded8-45ab-86b2-0054f7108df1.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/c2bb6017-103f-4090-8ea1-96d5a963ed69.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0087.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0087.mp4
88,train,part_40000-50000_vg0157,4f3eeb14-306f-4eb7-992f-f4bedaf7cc75,第二批_5%_vg0117,baf533a8-a6d6-48b8-9d3d-32d83966e1d3,0.000000,-4.547888,22.384,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/4f3eeb14-306f-4eb7-992f-f4bedaf7cc75.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/baf533a8-a6d6-48b8-9d3d-32d83966e1d3.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/4f3eeb14-306f-4eb7-992f-f4bedaf7cc75.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0088.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0088.mp4
89,train,part_00000-05000_vg0094,10fca3b3-c81e-4658-b81f-7239eb6c4898,part_50000-60000_vg0063,6228a730-f18e-4f5c-be11-3a7fdbdb302a,0.000000,-3.614887,29.582,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_00000-05000/10fca3b3-c81e-4658-b81f-7239eb6c4898.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/6228a730-f18e-4f5c-be11-3a7fdbdb302a.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_00000-05000/10fca3b3-c81e-4658-b81f-7239eb6c4898.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0089.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0089.mp4
90,train,part_40000-50000_vg0069,3b7611e0-3dcf-448e-ac0d-ddfe228e92a2,part_00000-05000_vg0012,02268450-bd39-4108-a0da-f6ce764c38cb,0.000000,-3.425545,4.011,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/3b7611e0-3dcf-448e-ac0d-ddfe228e92a2.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_00000-05000/02268450-bd39-4108-a0da-f6ce764c38cb.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/3b7611e0-3dcf-448e-ac0d-ddfe228e92a2.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0090.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0090.mp4
91,val,part_85000-90000_vg0061,816386f8-229d-42fe-bf52-ca26007e43b8,part_90000-95000_vg0079,9005eb95-646e-4115-85ec-d125e5125fd5,0.000000,-3.010920,5.013,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/816386f8-229d-42fe-bf52-ca26007e43b8.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/9005eb95-646e-4115-85ec-d125e5125fd5.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/816386f8-229d-42fe-bf52-ca26007e43b8.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0091.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0091.mp4
92,train,part_80000-85000_vg0086,7800a2f5-cef8-4895-b1f1-21f6e0a48239,part_05000-10000_vg0072,1ee70aa5-fb8c-4954-9d3a-3c4a5bef8896,0.000000,-5.922727,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/7800a2f5-cef8-4895-b1f1-21f6e0a48239.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/1ee70aa5-fb8c-4954-9d3a-3c4a5bef8896.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_80000-85000/7800a2f5-cef8-4895-b1f1-21f6e0a48239.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0092.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0092.mp4
93,train,第一批_5%_vg0022,0aee52e3-8192-46f2-9a0a-c8f7f8421334,part_60000-65000_vg0043,44acdacd-3d23-412f-a469-e1d5a58cf033,0.000000,-3.710398,8.615,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/0aee52e3-8192-46f2-9a0a-c8f7f8421334.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_60000-65000/44acdacd-3d23-412f-a469-e1d5a58cf033.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/0aee52e3-8192-46f2-9a0a-c8f7f8421334.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0093.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0093.mp4
94,train,part_50000-60000_vg0031,5c4e4429-136d-47f9-ad0a-0d27611c182b,part_90000-95000_vg0050,8c62c0b5-f15d-477c-87e2-0163dbe02469,0.000000,-5.147586,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/5c4e4429-136d-47f9-ad0a-0d27611c182b.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/8c62c0b5-f15d-477c-87e2-0163dbe02469.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_50000-60000/5c4e4429-136d-47f9-ad0a-0d27611c182b.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0094.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0094.mp4
95,train,part_05000-10000_vg0051,1b3abb5f-7c3b-437b-8581-2597be4c0cee,part_30000-35000_vg0015,1c028c62-8eef-4779-ba87-80b89eaa7a75,0.000000,-5.860257,5.035,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/1b3abb5f-7c3b-437b-8581-2597be4c0cee.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/1c028c62-8eef-4779-ba87-80b89eaa7a75.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_05000-10000/1b3abb5f-7c3b-437b-8581-2597be4c0cee.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0095.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0095.mp4
96,train,part_75000-80000_vg0060,68b7f490-ab91-4fac-b531-8484985401d2,第一批_5%_vg0165,50ee461e-6453-412b-bc16-d220e897ea5f,0.000000,-4.317076,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/68b7f490-ab91-4fac-b531-8484985401d2.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/50ee461e-6453-412b-bc16-d220e897ea5f.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_75000-80000/68b7f490-ab91-4fac-b531-8484985401d2.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0096.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0096.mp4
97,train,part_20000-25000_vg0090,0c70f3c8-eae1-46b6-a818-aee651779d6d,第二批_5%_vg0024,8cd44b88-284e-4bf8-969d-557fd0b5e1b5,0.000000,-5.658308,9.985,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/0c70f3c8-eae1-46b6-a818-aee651779d6d.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/8cd44b88-284e-4bf8-969d-557fd0b5e1b5.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_20000-25000/0c70f3c8-eae1-46b6-a818-aee651779d6d.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0097.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0097.mp4
98,test,part_50000-60000_vg0158,7341e814-07d9-4ff6-83f9-2189784632f7,第一批_5%_vg0043,15467d78-1903-4dc4-be8d-72cdcf2249d0,0.000000,-4.555719,20.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/7341e814-07d9-4ff6-83f9-2189784632f7.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/15467d78-1903-4dc4-be8d-72cdcf2249d0.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_50000-60000/7341e814-07d9-4ff6-83f9-2189784632f7.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0098.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0098.mp4
99,train,part_70000-75000_vg0035,58ec8de8-d067-4a3d-851c-12f84b618367,part_00000-05000_vg0079,0e4883fc-792a-4d27-b5f0-dacebbea431a,0.000000,-5.568736,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/58ec8de8-d067-4a3d-851c-12f84b618367.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_00000-05000/0e4883fc-792a-4d27-b5f0-dacebbea431a.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_70000-75000/58ec8de8-d067-4a3d-851c-12f84b618367.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0099.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0099.mp4
100,train,第一批_5%_vg0023,0b8d2bd4-b3bb-4b8d-b5c8-f56ad2d38cde,part_10000-15000_vg0041,2ad9181f-4dc0-4fd6-8347-ca4f72731cbf,0.000000,-4.500798,29.675,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/0b8d2bd4-b3bb-4b8d-b5c8-f56ad2d38cde.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/2ad9181f-4dc0-4fd6-8347-ca4f72731cbf.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/0b8d2bd4-b3bb-4b8d-b5c8-f56ad2d38cde.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0100.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0100.mp4
101,train,part_10000-15000_vg0006,249e97a4-ee5d-4c3f-9cd2-3bbc09897671,part_95000-100000_vg0014,944a9348-76d2-4eb2-8b8e-63d3d89e1811,0.000000,-4.180407,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/249e97a4-ee5d-4c3f-9cd2-3bbc09897671.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_95000-100000/944a9348-76d2-4eb2-8b8e-63d3d89e1811.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_10000-15000/249e97a4-ee5d-4c3f-9cd2-3bbc09897671.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0101.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0101.mp4
102,train,part_40000-50000_vg0000,329b5e84-fb82-4676-84ad-00e6840c0d61,part_05000-10000_vg0060,1cf1c27a-5ed4-4d91-a320-cdd3db680387,0.000000,-4.895220,9.079,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/329b5e84-fb82-4676-84ad-00e6840c0d61.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/1cf1c27a-5ed4-4d91-a320-cdd3db680387.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/329b5e84-fb82-4676-84ad-00e6840c0d61.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0102.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0102.mp4
103,train,part_85000-90000_vg0065,81ce2335-d679-4109-8370-85b0bee6cf48,第一批_5%_vg0042,14f3837b-17e0-4d4b-a880-1e4a9b322343,0.000000,-4.453713,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/81ce2335-d679-4109-8370-85b0bee6cf48.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/14f3837b-17e0-4d4b-a880-1e4a9b322343.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/81ce2335-d679-4109-8370-85b0bee6cf48.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0103.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0103.mp4
104,val,part_85000-90000_vg0026,7cd4492a-d1a0-44bb-bbd6-82341e6f64cd,part_95000-100000_vg0012,9435177b-f0fb-4ce4-83dd-a77e008b4588,0.000000,-5.230219,10.031,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/7cd4492a-d1a0-44bb-bbd6-82341e6f64cd.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_95000-100000/9435177b-f0fb-4ce4-83dd-a77e008b4588.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/7cd4492a-d1a0-44bb-bbd6-82341e6f64cd.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0104.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0104.mp4
105,train,第一批_5%_vg0244,7825103a-849b-40c0-bf35-7ad8c62d9c40,第二批_5%_vg0240,f7a8b1ed-3309-4348-9cdf-da4a2df4cca4,0.000000,-5.290729,15.070,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/7825103a-849b-40c0-bf35-7ad8c62d9c40.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/f7a8b1ed-3309-4348-9cdf-da4a2df4cca4.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/7825103a-849b-40c0-bf35-7ad8c62d9c40.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0105.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0105.mp4
106,train,part_40000-50000_vg0161,501e6c2b-a0bf-4735-b732-0c94b1aace99,part_60000-65000_vg0082,7c013342-8be7-4ee2-8549-a2fa08174304,0.000000,-3.127448,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/501e6c2b-a0bf-4735-b732-0c94b1aace99.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_60000-65000/7c013342-8be7-4ee2-8549-a2fa08174304.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/501e6c2b-a0bf-4735-b732-0c94b1aace99.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0106.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0106.mp4
107,train,part_95000-100000_vg0005,933e2e8b-f324-4e1f-b24f-e0aebc6aa9fe,part_50000-60000_vg0033,5c7b7c47-353d-44a3-a66a-79e688aba817,0.000000,-4.102496,7.036,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_95000-100000/933e2e8b-f324-4e1f-b24f-e0aebc6aa9fe.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/5c7b7c47-353d-44a3-a66a-79e688aba817.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_95000-100000/933e2e8b-f324-4e1f-b24f-e0aebc6aa9fe.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0107.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0107.mp4
108,train,第一批_5%_vg0237,753baaf1-c458-4ebc-bb27-9dafc605337f,第一批_5%_vg0023,0b725fa0-441e-401d-8c1a-a7ddcc5b8a15,0.000000,-4.818447,30.000,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/753baaf1-c458-4ebc-bb27-9dafc605337f.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/0b725fa0-441e-401d-8c1a-a7ddcc5b8a15.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/753baaf1-c458-4ebc-bb27-9dafc605337f.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0108.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0108.mp4
109,train,part_15000-20000_vg0014,3623fa5e-865b-4971-bc98-d6d3b6e404bc,part_40000-50000_vg0084,3d5d6679-de48-4284-9475-6a0a03606b5c,0.000000,-5.688130,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/3623fa5e-865b-4971-bc98-d6d3b6e404bc.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/3d5d6679-de48-4284-9475-6a0a03606b5c.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_15000-20000/3623fa5e-865b-4971-bc98-d6d3b6e404bc.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0109.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0109.mp4
110,train,part_80000-85000_vg0089,785112cf-ec3c-4813-babd-771f4608c178,part_20000-25000_vg0047,071b6713-4998-4c42-99e7-d6c76a6b530f,0.000000,-5.916897,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/785112cf-ec3c-4813-babd-771f4608c178.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/071b6713-4998-4c42-99e7-d6c76a6b530f.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_80000-85000/785112cf-ec3c-4813-babd-771f4608c178.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0110.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0110.mp4
111,train,part_70000-75000_vg0011,55e7af1c-fefc-44da-8481-249e3999a951,part_20000-25000_vg0042,06840f18-c317-411b-b243-33cfa844d8c0,0.000000,-4.053326,9.961,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/55e7af1c-fefc-44da-8481-249e3999a951.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/06840f18-c317-411b-b243-33cfa844d8c0.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_70000-75000/55e7af1c-fefc-44da-8481-249e3999a951.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0111.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0111.mp4
112,train,part_80000-85000_vg0081,775bb446-17af-4265-922a-e966077f3be2,part_65000-70000_vg0074,51834fc1-7e80-489c-bfd4-f9549c9e90b4,0.000000,-3.921397,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/775bb446-17af-4265-922a-e966077f3be2.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/51834fc1-7e80-489c-bfd4-f9549c9e90b4.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_80000-85000/775bb446-17af-4265-922a-e966077f3be2.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0112.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0112.mp4
113,test,part_85000-90000_vg0058,80fbee6b-b595-43e0-a2aa-880d74d25b03,part_40000-50000_vg0047,38aa7f30-9caa-46d3-9922-c781ebf40ab5,0.000000,-3.477501,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/80fbee6b-b595-43e0-a2aa-880d74d25b03.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/38aa7f30-9caa-46d3-9922-c781ebf40ab5.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/80fbee6b-b595-43e0-a2aa-880d74d25b03.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0113.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0113.mp4
114,train,part_40000-50000_vg0013,343dd315-78ce-4e63-b1f2-fba1980f88b1,part_50000-60000_vg0088,66c892d5-213f-4d2d-9f4d-35dbf173b7bd,0.000000,-3.271577,29.489,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/343dd315-78ce-4e63-b1f2-fba1980f88b1.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/66c892d5-213f-4d2d-9f4d-35dbf173b7bd.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/343dd315-78ce-4e63-b1f2-fba1980f88b1.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0114.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0114.mp4
115,train,part_75000-80000_vg0030,64de8ff9-3c4d-48a8-92eb-82df5f690cee,part_90000-95000_vg0093,91e6cc8b-cfbd-4ce9-a91f-b64460d70773,0.000000,-3.290530,5.013,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/64de8ff9-3c4d-48a8-92eb-82df5f690cee.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/91e6cc8b-cfbd-4ce9-a91f-b64460d70773.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_75000-80000/64de8ff9-3c4d-48a8-92eb-82df5f690cee.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0115.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0115.mp4
